Joints
100
,,Tuto_joint:Head_Head_End,Tuto_joint:L_Collar_L_Humerus,,,Tuto_joint:L_Elbow_L_Wrist,Tuto_joint:L_Femur_L_Tibia,Tuto_joint:L_Foot_L_Toe,Tuto_joint:L_Humerus_L_Elbow,,Tuto_joint:L_Tibia_L_Foot,,,Tuto_joint:L_Wrist_L_Wrist_End,Tuto_joint:LowerBack_Head,,,Tuto_joint:LowerBack_L_Collar,,,Tuto_joint:LowerBack_R_Collar,,,Tuto_joint:R_Collar_R_Humerus,,,Tuto_joint:R_Elbow_R_Wrist,Tuto_joint:R_Femur_R_Tibia,Tuto_joint:R_Foot_R_Toe,Tuto_joint:R_Humerus_R_Elbow,,Tuto_joint:R_Tibia_R_Foot,,,Tuto_joint:R_Wrist_R_Wrist_End,Tuto_joint:Root_L_Femur,,,Tuto_joint:Root_LowerBack,,,Tuto_joint:Root_R_Femur,,,Tuto_joint:World_Root,,,,,,
Frame,Sub Frame,,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
167,0,,,,,,,,,,,,,120.626,875.873,1521.58,137.422,894.127,1235.74,158.851,693.298,1468.11,161.908,652.004,1314.92,37.5078,898.894,1419.13,381.012,855.054,1537.33,492.244,844.351,1466.72,603.224,858.793,1412.42,738.184,842.44,1369.9,850.212,774.69,1305.63,833.925,844.619,1272.29,912.799,834.561,1299.42,-124.143,790.386,1515.17,-199.286,781.676,1447.93,-321.67,759.492,1393.05,-430.186,719.404,1366.01,-528.877,614.489,1281.71,-534.622,695.319,1271.98,-600.332,633.46,1294.65,280.874,678.791,1016.39,30.9637,663.917,1014.67,291.175,880.604,1057.23,28.8656,875.319,1067.04,374.701,757.322,672.85,368.28,786.644,547.865,414.12,761.709,245.16,444.985,727.621,75.6957,334.203,763.624,85.3915,425.83,537.267,79.341,-75.2951,752.267,835.896,-55.1215,819.633,567.813,-88.7965,873.201,418.571,-108.736,921.244,92.2868,-1.46686,959.042,78.5977,-71.2407,755.111,81.4767
168,0,,,,,,,,,,,,,120.542,875.921,1521.69,137.476,894.305,1235.86,158.906,693.293,1468.23,162.139,652.261,1315.02,40.3201,898.51,1418.52,381.131,855.26,1537.2,492.149,844.75,1466.17,603.564,859.559,1411.66,737.921,843.085,1368.6,849.499,775.457,1303.78,833.211,845.329,1270.61,912.135,835.185,1297.32,-123.933,790.065,1515.21,-199,781.326,1447.78,-321.872,759.183,1393.05,-429.853,719.049,1365.46,-528.163,614.321,1280.24,-533.776,695.08,1270.98,-599.666,633.436,1293.23,281.368,679.323,1016.7,31.2563,664.224,1014.84,291.205,881.38,1057.16,29.0065,875.673,1066.98,374.928,757.454,672.958,368.541,786.558,547.881,414.089,761.626,245.036,445.011,727.626,75.7272,334.211,763.664,85.3709,425.83,537.239,79.3257,-75.0783,752.176,835.99,-55.0714,819.454,567.903,-88.6561,873.079,418.502,-108.72,921.239,92.3342,-1.49692,959.036,78.5852,-71.2265,755.093,81.5006
169,0,,,,,,,,,,,,,120.521,875.926,1521.78,137.363,894.59,1235.99,158.929,693.43,1468.38,162.317,652.389,1315.1,40.5569,898.598,1418.77,381.28,855.563,1537.04,492.071,845.304,1465.57,603.541,860.137,1410.93,737.409,843.95,1367.22,849.073,776.089,1302.21,832.731,846.117,1269.19,911.933,835.827,1296,-123.883,789.691,1515.31,-198.682,780.922,1447.69,-320.423,758.965,1391.97,-429.024,718.646,1364.55,-527.653,613.855,1279.24,-533.3,694.927,1270.34,-599.245,632.854,1291.93,281.826,680.007,1017.07,31.5161,664.568,1014.99,291.274,882.127,1057.12,29.2018,876.105,1066.89,375.324,757.472,673.149,368.913,786.332,547.978,414.181,761.506,245.068,444.985,727.629,75.689,334.224,763.631,85.3768,425.849,537.225,79.3356,-74.754,752.231,836.092,-54.9689,819.23,567.954,-88.523,872.931,418.466,-108.722,921.253,92.3142,-1.45216,959.018,78.6099,-71.1891,755.105,81.5039
170,0,,,,,,,,,,,,,120.713,875.953,1521.85,137.17,894.959,1236.2,159.05,693.407,1468.47,162.53,652.58,1315.18,40.9036,898.671,1419,381.461,855.965,1536.89,492.059,845.918,1464.97,603.034,860.796,1410,737.164,844.83,1366.36,848.588,777.013,1300.94,832.369,847.023,1268.02,911.609,836.579,1294.91,-123.766,789.287,1515.48,-198.474,780.459,1447.71,-318.263,758.201,1390.83,-429.256,718.219,1364.54,-527.131,613.714,1278.24,-532.901,694.821,1269.8,-598.567,632.392,1290.76,282.155,680.758,1017.34,31.8349,664.919,1015.12,291.323,882.82,1057.08,29.2605,876.525,1066.81,375.696,757.4,673.374,369.167,786.039,547.982,414.197,761.329,244.985,444.958,727.632,75.6375,334.19,763.585,85.4773,425.829,537.266,79.3241,-74.3657,752.344,836.195,-54.7208,819.009,567.905,-89.4563,872.934,419.501,-108.708,921.227,92.3123,-1.4769,959.031,78.5871,-71.1966,755.102,81.4611
171,0,,,,,,,,,,,,,120.713,875.964,1522.02,137.129,895.347,1236.4,159.039,693.455,1468.55,162.699,652.807,1315.34,40.8389,898.531,1419.12,381.607,856.427,1536.78,491.906,846.554,1464.47,602.679,861.254,1409.23,737.156,845.646,1365.69,848.053,777.919,1299.84,832.072,848.013,1267.07,911.019,837.517,1294.16,-123.761,788.793,1515.76,-198.316,779.998,1447.97,-318.572,757.945,1391.21,-428.851,717.714,1364.27,-526.365,613.585,1277.14,-532.411,694.72,1269.35,-598.002,631.979,1289.61,282.203,681.479,1017.59,32.1855,665.456,1015.31,291.319,883.4,1057.06,29.4416,876.979,1066.6,376.036,757.27,673.552,369.433,785.582,548.018,414.171,761.12,244.898,444.977,727.592,75.6927,334.311,763.605,85.4321,425.834,537.256,79.3243,-74.0237,752.438,836.236,-54.5431,818.806,567.864,-88.2768,872.667,418.386,-108.713,921.239,92.3548,-1.50366,959.017,78.5619,-71.1754,755.108,81.4587
172,0,,,,,,,,,,,,,120.699,876.053,1522.19,136.744,895.684,1236.6,159.126,693.425,1468.58,162.804,652.987,1315.47,40.7842,898.364,1419.38,381.697,856.921,1536.69,491.775,847.247,1464.09,600.939,861.364,1408.03,736.896,846.572,1365.09,847.783,778.81,1299.18,831.934,848.978,1266.53,910.804,838.221,1294.06,-123.691,788.336,1516.07,-198.265,779.523,1448.4,-319.682,757.344,1392.17,-428.581,717.196,1364.21,-525.78,613.368,1276.1,-531.987,694.642,1269.08,-597.298,631.631,1288.68,282.235,681.975,1017.67,32.4522,666.127,1015.53,291.552,884.166,1057.05,28.5372,877.928,1066.73,376.453,757.074,673.82,369.842,785.11,548.095,414.148,760.885,244.789,444.942,727.576,75.6728,334.365,763.638,85.3842,425.824,537.23,79.2875,-73.6943,752.531,836.284,-54.3528,818.637,567.818,-88.1358,872.54,418.318,-108.683,921.247,92.3456,-1.54183,959.003,78.4964,-71.2226,755.075,81.5111
173,0,,,,,,,,,,,,,120.697,876.032,1522.49,136.445,896.086,1236.76,159.339,693.445,1468.68,163.684,652.761,1315.63,43.4887,899.807,1419.64,381.654,857.509,1536.57,491.936,848.079,1463.84,602.108,862.747,1408.36,736.621,847.562,1364.71,847.623,779.858,1298.71,831.89,850.099,1266.26,910.718,838.822,1294.31,-123.732,787.846,1516.62,-198.208,779.08,1448.82,-318.22,757.071,1391.73,-428.27,716.684,1364.22,-525.116,613.179,1275.24,-531.684,694.498,1269.04,-596.846,630.894,1287.93,282.306,682.468,1017.96,32.7031,666.599,1015.7,291.737,884.853,1056.96,28.9427,878.475,1066.47,376.792,756.79,674.039,370.506,784.466,548.35,414.173,760.57,244.705,444.97,727.579,75.7095,334.426,763.656,85.2973,425.815,537.205,79.3024,-73.4256,752.698,836.472,-54.0875,818.523,567.796,-87.9315,872.445,418.23,-108.672,921.219,92.3683,-1.51792,959.004,78.5177,-71.215,755.093,81.4978
174,0,,,,,,,,,,,,,120.71,875.963,1522.71,135.96,896.563,1237,159.555,693.426,1468.73,163.813,652.962,1315.77,39.5291,897.28,1420.2,381.424,858.048,1536.43,491.848,848.796,1463.7,601.872,863.529,1408.26,736.622,848.426,1364.7,847.603,780.907,1298.57,832.066,851.284,1266.31,910.873,839.984,1295.02,-123.58,787.349,1517.03,-198.1,778.661,1449.27,-318.991,756.611,1392.61,-427.996,716.154,1364.34,-524.494,613.104,1274.45,-531.386,694.295,1269.17,-596.365,630.345,1287.41,282.352,682.928,1018.33,32.8685,667.075,1015.98,292.022,885.476,1056.95,30.2176,878.872,1066.19,377.09,756.48,674.183,371.107,783.82,548.59,414.339,760.201,244.752,444.999,727.588,75.7017,334.408,763.658,85.3679,425.84,537.195,79.293,-73.2145,752.787,836.525,-53.8563,818.387,567.724,-87.7012,872.357,418.154,-108.705,921.229,92.4024,-1.44186,959.005,78.5636,-71.1837,755.096,81.4556
175,0,,,,,,,,,,,,,120.395,875.912,1523.05,135.37,897.104,1237.24,159.912,693.388,1468.84,163.919,653.04,1315.89,39.9345,897.049,1420.58,381.155,858.673,1536.36,491.667,849.467,1463.53,601.752,864.28,1408.35,736.7,849.425,1364.93,847.291,781.864,1298.35,832.298,852.632,1266.63,910.785,841.018,1295.81,-123.174,786.776,1517.37,-197.992,778.269,1449.75,-318.851,756.189,1393.04,-427.803,715.585,1364.6,-524.03,612.756,1274.13,-531.088,694.007,1269.35,-595.945,629.789,1287.11,282.698,683.581,1018.63,33.0189,667.514,1016.19,292.383,886.099,1056.9,30.4333,879.565,1066.11,377.514,756.159,674.446,371.677,783.291,548.802,414.588,759.81,244.841,444.95,727.567,75.6739,334.387,763.636,85.3726,425.794,537.229,79.267,-72.9557,752.966,836.498,-53.7099,818.314,567.711,-88.7299,872.491,419.251,-108.712,921.223,92.3976,-1.47301,959.002,78.489,-71.2149,755.066,81.5362
176,0,,,,,,,,,,,,,119.843,875.775,1523.73,134.978,897.588,1237.39,167.03,691.26,1471.29,164.051,653.245,1316.11,39.8962,896.451,1420.82,380.916,859.268,1536.33,491.287,850.194,1463.49,601.957,865.258,1408.69,736.831,850.508,1365.44,847.622,783.176,1298.96,832.6,853.935,1267.22,910.905,842.172,1296.74,-124.416,786.447,1518.51,-197.771,777.859,1450.22,-318.532,755.863,1393.36,-427.574,715.055,1365,-523.638,612.448,1274.04,-530.982,693.69,1269.89,-595.81,629.336,1287.33,282.969,684.224,1019.02,33.1882,667.981,1016.38,292.667,886.553,1056.88,30.6982,880.052,1065.91,377.84,755.824,674.626,372.274,782.789,549.118,414.936,759.398,245.007,444.952,727.574,75.6814,334.35,763.623,85.4046,425.805,537.198,79.2609,-72.7889,753.301,836.558,-53.4377,818.315,567.669,-87.4538,872.275,418.114,-108.699,921.242,92.429,-1.47273,959.009,78.4622,-71.2121,755.09,81.5249
177,0,,,,,,,,,,,,,118.011,875.77,1523.46,134.59,898.034,1237.66,160.776,693.366,1469.17,163.519,653.588,1316.24,39.7556,896.163,1421.18,380.895,859.826,1536.5,491.252,851.001,1463.77,602.089,866.231,1409.14,737.077,851.613,1366.16,847.997,784.629,1299.73,833.049,855.384,1268.09,911.184,843.398,1298.07,-122.958,785.728,1518.66,-197.541,777.487,1450.83,-318.503,755.626,1393.89,-427.401,714.558,1365.61,-523.415,611.915,1274.36,-530.725,693.342,1270.48,-595.593,628.393,1287.46,283.399,684.513,1019.38,33.2873,668.266,1016.44,292.973,886.95,1056.89,30.9649,880.571,1065.8,378.302,755.475,674.864,372.793,782.192,549.348,415.265,759.002,245.125,444.961,727.565,75.6632,334.315,763.582,85.5361,425.782,537.162,79.2564,-72.4511,753.5,836.551,-53.2453,818.325,567.604,-87.2053,872.254,418.036,-108.7,921.207,92.4393,-1.45714,959.003,78.4561,-71.1498,755.079,81.5298
178,0,,,,,,,,,,,,,118.912,875.375,1524.01,134.13,898.58,1238.03,163.818,692.336,1469.98,163.546,653.627,1316.43,39.7336,895.801,1421.54,380.987,860.431,1536.77,491.386,851.706,1464.27,600.703,866.7,1409.15,737.356,852.658,1367.03,848.282,785.878,1300.53,833.55,856.778,1269.21,911.482,844.818,1299.53,-122.798,785.245,1519.46,-197.378,777.046,1451.48,-318.276,755.332,1394.58,-427.279,714.085,1366.4,-523.045,611.965,1274.5,-530.584,693.047,1271.18,-595.451,627.782,1287.99,283.658,684.921,1019.71,33.5523,668.598,1016.47,293.315,887.401,1057,30.4397,881.271,1065.69,378.977,755.058,675.226,373.511,781.446,549.752,415.539,758.624,245.108,444.986,727.537,75.7049,334.461,763.614,85.4529,425.814,537.219,79.2694,-72.0139,753.525,836.474,-53.0109,818.381,567.588,-87.0622,872.257,417.995,-108.7,921.23,92.4181,-1.48148,958.997,78.4559,-71.1896,755.083,81.5317
179,0,,,,,,,,,,,,,119.131,875.434,1524.37,133.732,899.096,1238.35,164.247,692.45,1470.2,163.718,653.755,1316.64,39.7054,895.743,1421.99,381.006,861.016,1537.06,491.095,852.365,1464.76,602.718,868.234,1410.82,737.41,853.893,1367.8,848.973,787.556,1301.85,834.076,858.373,1270.37,912.183,846.249,1301.24,-122.655,784.776,1520,-197.124,776.662,1452.39,-317.126,754.895,1394.7,-427.201,713.657,1367.24,-522.932,611.414,1275.33,-530.538,692.645,1272.14,-595.292,627.225,1288.65,283.891,685.256,1020.02,33.9503,669.081,1016.47,293.709,887.753,1057.12,31.6518,881.49,1065.59,379.543,754.628,675.482,374.132,780.679,550.037,415.725,758.318,245.089,444.976,727.557,75.6766,334.318,763.536,85.5487,425.782,537.213,79.2434,-71.6645,753.727,836.456,-52.7984,818.469,567.563,-86.9906,872.29,418.072,-108.646,921.223,92.4606,-1.52341,958.983,78.3999,-71.1572,755.085,81.4984
180,0,,,,,,,,,,,,,118.59,875.774,1524.51,133.42,899.529,1238.58,162.816,693.463,1469.98,163.898,653.982,1316.84,39.5541,895.654,1422.3,381.054,861.576,1537.4,491.729,853.239,1465.67,602.656,869.181,1411.66,737.522,855.372,1368.85,849.292,789.035,1303.03,834.784,860.074,1271.66,912.79,847.9,1303.29,-122.558,784.359,1520.49,-197.196,776.293,1453.14,-316.68,754.642,1395.33,-427.178,713.265,1368.14,-523.004,611.119,1276.36,-530.623,692.259,1273.23,-595.178,626.666,1289.54,284.029,685.565,1020.28,34.3613,669.615,1016.5,294.072,888.103,1057.27,32.0297,881.843,1065.48,379.89,754.249,675.664,374.529,780.063,550.12,415.876,758.018,244.999,444.996,727.546,75.6653,334.458,763.575,85.4884,425.81,537.187,79.2789,-71.3008,753.953,836.482,-52.5793,818.599,567.559,-86.8139,872.37,418.171,-108.634,921.252,92.4169,-1.45249,958.991,78.442,-71.1868,755.082,81.4823
181,0,,,,,,,,,,,,,118.175,875.962,1524.64,133.042,899.876,1238.75,162.906,694.019,1470.22,164.009,654.332,1317.02,39.3443,895.163,1422.28,380.978,862.179,1537.75,491.685,853.858,1466.34,602.796,870.291,1412.62,738.099,856.615,1370.24,849.881,790.638,1304.49,835.17,861.468,1273.19,912.984,849.509,1304.85,-122.395,784.086,1521.17,-197.202,776.002,1453.79,-317.841,754.609,1397,-427.124,712.94,1369.16,-522.678,611.298,1277.22,-531.021,691.946,1274.7,-595.159,626.084,1290.84,284.127,685.767,1020.47,34.6225,669.854,1016.52,294.476,888.358,1057.45,32.4367,882.235,1065.48,380.333,753.871,675.929,374.79,779.462,550.116,416.07,757.707,244.963,444.998,727.544,75.6913,334.337,763.536,85.6081,425.797,537.195,79.2604,-71.4197,754.386,836.17,-52.3455,818.742,567.573,-86.6095,872.478,418.171,-108.622,921.218,92.4217,-1.37881,958.995,78.4839,-71.1834,755.063,81.5406
182,0,,,,,,,,,,,,,118.54,876.307,1524.85,132.676,900.132,1238.89,163.379,694.244,1470.39,164.156,654.622,1317.16,39.1879,895.526,1422.72,380.748,862.762,1538.05,491.721,854.479,1466.98,602.811,871.349,1413.54,738.458,857.965,1371.54,850.574,792.392,1306.18,835.941,863.196,1274.8,913.533,851.439,1307.14,-122.108,784.012,1521.74,-197.025,775.793,1454.49,-316.777,753.948,1397.33,-427.196,712.661,1370.41,-523.485,610.31,1279.01,-531.066,691.427,1276.09,-595.46,625.541,1292.35,284.266,685.978,1020.65,34.7744,670.023,1016.61,294.85,888.6,1057.63,32.7908,882.507,1065.43,380.674,753.458,676.144,375.11,778.885,550.185,416.256,757.461,244.92,444.948,727.549,75.6301,334.418,763.569,85.5731,425.804,537.168,79.2711,-71.146,754.634,836.2,-52.0339,818.913,567.564,-86.4291,872.588,418.225,-108.647,921.24,92.4256,-1.42019,958.996,78.4481,-71.1904,755.069,81.4785
183,0,,,,,,,,,,,,,118.641,876.544,1524.94,132.355,900.424,1238.98,163.492,694.496,1470.47,164.3,654.91,1317.31,39.1145,895.625,1422.84,380.543,863.342,1538.39,492.203,855.314,1467.87,603.444,872.478,1414.85,738.667,859.571,1372.89,851.452,794.096,1308.1,836.912,865.137,1276.61,914.134,853.32,1309.36,-121.707,783.942,1522.24,-196.838,775.661,1455.15,-316.782,753.772,1398.21,-427.28,712.379,1371.7,-523.648,609.963,1280.47,-531.526,691.109,1277.78,-595.7,625.1,1294.18,284.389,686.12,1020.81,35.0161,670.237,1016.65,295.323,888.84,1057.78,33.1153,882.784,1065.4,381.014,753.022,676.355,375.735,778.14,550.463,416.388,757.236,244.862,444.998,727.543,75.6723,334.38,763.527,85.6386,425.798,537.167,79.261,-70.8694,754.843,836.251,-51.7671,819.077,567.551,-86.2655,872.714,418.293,-108.673,921.215,92.4904,-1.44343,959.01,78.3946,-71.1602,755.085,81.523
184,0,,,,,,,,,,,,,118.703,876.788,1525.03,132.177,900.659,1239.06,163.592,694.789,1470.59,164.345,655.136,1317.42,39.0554,895.684,1422.95,380.448,864.035,1538.69,492.511,856.219,1468.71,603.755,873.698,1415.95,739.238,860.841,1374.43,852.114,795.806,1309.82,837.529,866.386,1278.26,914.915,855.16,1311.48,-122.361,784.043,1523.05,-196.808,775.601,1455.8,-316.828,753.597,1399.36,-427.362,712.059,1373.07,-523.972,609.58,1282.24,-531.907,690.693,1279.66,-595.823,624.759,1295.87,284.574,686.244,1020.98,35.2403,670.464,1016.74,295.725,889.011,1057.89,33.4766,882.939,1065.3,381.605,752.538,676.707,376.191,777.435,550.598,416.498,757.029,244.849,445.018,727.528,75.712,334.575,763.633,85.499,425.804,537.216,79.2563,-70.6002,755.101,836.243,-51.5149,819.245,567.548,-85.8936,872.921,418.257,-108.7,921.219,92.5394,-1.38845,959.006,78.4114,-71.1969,755.048,81.5157
185,0,,,,,,,,,,,,,118.875,877.098,1525.08,132.126,900.891,1239.07,163.708,695.099,1470.66,164.602,655.317,1317.53,39.0364,895.892,1423.1,380.477,864.731,1539.02,492.491,856.99,1469.44,603.922,874.872,1417,739.664,862.327,1376.01,852.991,797.587,1311.91,838.189,868.301,1280.25,915.319,857.21,1313.83,-121.27,784.016,1522.88,-196.778,775.619,1456.39,-316.96,753.485,1400.38,-427.506,711.787,1374.5,-524.531,609.103,1284.24,-532.237,690.278,1281.29,-596.304,624.271,1298.19,284.855,686.336,1021.12,35.441,670.639,1016.79,296.029,889.129,1057.94,33.9665,883.089,1065.22,382.266,752.086,677.099,376.439,776.782,550.489,416.773,756.759,244.924,444.992,727.526,75.6743,334.519,763.592,85.5876,425.798,537.163,79.239,-70.2284,755.296,836.259,-51.2967,819.427,567.69,-85.6641,873.073,418.251,-108.659,921.241,92.4494,-1.42108,959.021,78.3629,-71.1415,755.071,81.5167
186,0,,,,,,,,,,,,,119.05,877.234,1525.07,132.168,901.166,1239.06,163.702,695.3,1470.62,164.73,655.418,1317.61,39.1869,895.921,1423.1,380.46,865.551,1539.39,492.577,857.942,1470.18,604.354,876.104,1418.08,740.018,863.887,1377.43,853.674,799.371,1313.87,839.011,869.735,1281.99,916.205,859.554,1316.29,-121.099,784.158,1523.13,-196.75,775.664,1456.92,-317.096,753.396,1401.37,-427.667,711.584,1376.05,-524.495,609.107,1285.94,-532.833,689.861,1283.43,-596.78,623.85,1300.46,285.224,686.476,1021.37,35.7132,670.874,1016.81,296.362,889.281,1057.99,34.5176,883.305,1065.18,382.667,751.705,677.331,376.718,776.26,550.517,417.026,756.525,244.993,444.986,727.542,75.6513,334.447,763.51,85.6625,425.773,537.17,79.251,-69.9598,755.454,836.266,-50.9563,819.624,567.665,-85.3246,873.271,418.194,-108.597,921.233,92.454,-1.33963,959.017,78.4015,-71.1868,755.055,81.5525
187,0,,,,,,,,,,,,,119.133,877.441,1525.07,132.386,901.425,1239.06,163.925,695.618,1470.72,164.941,655.502,1317.65,39.3614,895.831,1422.99,380.447,866.408,1539.7,493.12,859.089,1470.99,604.71,877.277,1419.15,740.637,865.309,1379.1,854.967,801.298,1316.41,840.032,871.759,1284.29,916.818,861.259,1318.47,-120.781,784.398,1523.56,-196.488,775.755,1457.44,-317.127,753.359,1402.29,-427.797,711.363,1377.41,-525.159,608.533,1288.33,-533.105,689.255,1285.1,-596.965,623.698,1302.67,285.705,686.58,1021.66,35.9903,671.135,1016.86,296.743,889.442,1058.05,34.9631,883.422,1064.98,382.997,751.424,677.493,377.109,775.839,550.581,417.339,756.28,245.102,444.982,727.521,75.6675,334.439,763.512,85.7,425.804,537.197,79.2505,-69.6572,755.546,836.269,-50.7819,819.776,567.757,-85.176,873.39,418.2,-108.628,921.245,92.4848,-1.35563,959.024,78.3768,-71.1751,755.065,81.5877
188,0,,,,,,,,,,,,,119.078,877.55,1524.99,132.542,901.733,1239.03,164.067,695.941,1470.68,165.257,655.553,1317.71,39.4756,895.606,1422.78,380.33,867.205,1539.92,493.21,860.144,1471.59,605.13,878.603,1420.28,741.118,866.923,1380.78,855.564,802.915,1318.36,840.622,872.969,1285.82,917.604,863.364,1320.91,-120.478,784.664,1524.08,-196.207,775.951,1458.04,-317.098,753.436,1403.25,-427.874,711.293,1378.97,-525.568,607.932,1290.66,-533.619,688.934,1287.07,-597.694,623.216,1305.39,286.035,686.728,1021.9,36.3115,671.359,1016.89,297.089,889.576,1058,35.352,883.619,1064.88,383.382,751.126,677.688,377.602,775.442,550.754,417.54,756.081,245.116,444.976,727.536,75.662,334.525,763.524,85.6302,425.787,537.208,79.2318,-69.3423,755.649,836.253,-50.4714,819.963,567.838,-84.8643,873.58,418.182,-108.573,921.245,92.4467,-1.40274,959.014,78.3225,-71.1129,755.081,81.5704
189,0,,,,,,,,,,,,,119.008,877.747,1524.94,132.765,902.106,1238.98,164.308,696.313,1470.77,165.603,655.598,1317.79,39.6132,895.401,1422.55,380.17,867.979,1540.11,492.972,861.203,1471.99,605.394,879.855,1421.2,741.507,868.388,1382.24,856.738,804.748,1320.75,842.087,875.085,1287.95,918.395,865.231,1323.06,-120.327,784.86,1524.43,-196.032,776.162,1458.61,-318.57,753.766,1405.04,-427.941,711.276,1380.42,-526.035,607.504,1293.2,-534.071,688.343,1288.96,-597.769,622.99,1307.79,286.261,686.942,1022.07,36.5625,671.488,1016.92,297.367,889.694,1057.94,35.7794,883.844,1064.82,383.684,750.883,677.834,378.111,775.006,550.882,417.782,755.848,245.2,444.952,727.533,75.6287,334.569,763.528,85.6067,425.8,537.188,79.2318,-68.8404,755.772,836.19,-50.2207,820.116,567.808,-84.6261,873.716,418.109,-108.62,921.236,92.5077,-1.42553,959.01,78.2976,-71.1191,755.077,81.5634
190,0,,,,,,,,,,,,,119.189,878.222,1524.93,132.989,902.436,1238.92,164.96,696.802,1471.01,166.17,655.798,1317.95,39.7167,895.53,1422.47,380.049,868.914,1540.37,493.13,862.292,1472.58,605.518,881.048,1422.15,741.833,869.887,1383.75,857.418,806.439,1322.83,842.258,876.082,1289.59,918.916,867.491,1325.29,-120.084,785.196,1524.69,-196.014,776.335,1459.1,-318.694,753.836,1405.93,-427.991,711.229,1381.81,-526.711,606.569,1296,-534.324,687.832,1290.76,-598.7,622.669,1310.72,286.738,686.983,1022.25,36.8271,671.612,1016.91,297.689,889.832,1057.9,36.1112,883.99,1064.75,383.918,750.676,677.917,378.636,774.617,551.015,417.926,755.671,245.189,444.986,727.523,75.6535,334.444,763.478,85.759,425.801,537.159,79.2258,-68.5258,755.875,836.196,-49.8592,820.25,567.786,-84.404,873.791,418.081,-108.569,921.25,92.4993,-1.41182,959.016,78.2722,-71.1729,755.066,81.617
191,0,,,,,,,,,,,,,119.29,878.709,1524.87,133.224,902.783,1238.85,165.376,697.336,1471.1,166.659,656.159,1318.16,39.7623,895.761,1422.35,380.171,869.935,1540.63,493.591,863.537,1473.22,605.667,882.256,1422.99,742.183,871.393,1385.13,858.071,808.032,1324.86,843.124,877.7,1291.34,919.804,869.378,1327.47,-119.769,785.541,1524.89,-195.88,776.582,1459.54,-318.549,753.928,1406.9,-428.032,711.249,1383.26,-526.805,606.416,1298.18,-534.97,687.294,1292.8,-598.455,622.385,1312.66,287.133,687.052,1022.38,37.2716,671.794,1016.9,298.116,890.01,1057.85,36.4584,884.232,1064.74,384.158,750.488,677.961,378.984,774.345,551.081,418.036,755.521,245.151,444.967,727.515,75.6195,334.566,763.55,85.6388,425.797,537.187,79.2217,-68.1113,755.963,836.164,-49.5712,820.333,567.763,-84.1901,873.869,418.1,-108.602,921.26,92.5691,-1.35167,959.01,78.2875,-71.1255,755.101,81.5997
192,0,,,,,,,,,,,,,119.467,879.039,1524.79,133.441,903.098,1238.76,165.422,697.634,1471.12,167.279,656.434,1318.29,39.9526,895.989,1422.2,380.313,870.81,1540.88,493.43,864.538,1473.47,606.068,883.538,1423.84,742.64,872.885,1386.45,858.876,809.793,1326.98,843.755,878.998,1293.03,919.887,870.79,1329.18,-119.413,785.969,1525.17,-195.73,776.872,1460,-318.659,754.109,1407.79,-428.054,711.245,1384.64,-527.531,605.557,1301.03,-534.956,686.672,1294.27,-599.511,622.103,1315.95,287.467,687.223,1022.51,37.6226,671.891,1016.92,298.417,890.081,1057.77,36.7164,884.368,1064.76,384.475,750.382,678.098,379.245,774.164,551.044,418.132,755.421,245.111,445.044,727.516,75.677,334.374,763.463,85.7852,425.805,537.167,79.2251,-67.7404,755.99,836.129,-49.2414,820.379,567.734,-83.9697,873.894,418.11,-108.579,921.249,92.5156,-1.4357,959.008,78.2055,-71.1475,755.082,81.632
